ext_rep,station_id,Year,line.station,Rpt_Line,Rpt_Sta,standard.haul.factor,volume.filtered,proportion.sorted,ID_mifish,ID_microscopy,larval_counts,bio_rep,1,2,3
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Diogenichthys laternatus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Electrona risso,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Engraulidae,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Engraulis mordax,Engraulis mordax,0,1998_93.3_60_1,0,NA,1861
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Eopsetta jordani,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Epinephelus analogus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Genyonemus lineatus,Genyonemus lineatus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Glyptocephalus zachirus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Gonichthys tenuiculus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Halichoeres californica,Halichoeres californica,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Hippoglossina stomata,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Hippoglossus stenolepis,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Hygophum,Hygophum reinhardtii,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Icelinus cavifrons,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Icelinus filamentosus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Icelinus oculatus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Ichthyococcus irregularis,Ichthyococcus irregularis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Icichthys lockingtoni,Icichthys lockingtoni,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Idiacanthus antrostomus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Lampanyctus,MISSING,NA,1998_93.3_60_1,644,NA,1099
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Lampanyctus tenuiformis,MISSING,NA,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Lepidopsetta bilineata,Lepidopsetta bilineata,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Lestidiops,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Lestidiops ringens,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Leuresthes tenuis,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Leuroglossus stilbius,Leuroglossus stilbius,10,1998_93.3_60_1,8157,NA,17182
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Liparis mucosus,Liparis mucosus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Lipolagus ochotensis,Lipolagus ochotensis,10,1998_93.3_60_1,8701,NA,15575
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Loweina rara,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Lyopsetta exilis,Lyopsetta exilis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Macroramphosus gracilis,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Melamphaes,1,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Melamphaes lugubris,Melamphaes lugubris,1,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Melamphaes parvus,Melamphaes parvus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Menticirrhus undulatus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Merluccius productus,Merluccius productus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Microstoma,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Microstomus pacificus_clade,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Microstomus pacificus,Microstomus pacificus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Mola mola,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Myctophidae,Myctophidae,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Myctophum nitidulum,Myctophum nitidulum,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Nannobrachium,Nannobrachium,1,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Nannobrachium regale,Nannobrachium regale,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Nannobrachium ritteri,Nannobrachium ritteri,2,1998_93.3_60_1,19633,NA,36700
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Nansenia candida,Nansenia candida,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Nansenia crassa,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Neoclinus stephensae,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Notolychnus valdiviae,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Notoscopelus resplendens,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Odontopyxis trispinosa,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Oncorhynchus keta,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Ophiodon elongatus,Ophiodon elongatus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Opisthoproctidae,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Opostomias mitsuii,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Orthonopias triacis,Orthonopias triacis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Oxylebius pictus,Oxylebius pictus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Paralabrax clathratus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Paralepididae,Paralepididae,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Paralichthys californicus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Parophrys vetulus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Parvilux ingens,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Peprilus simillimus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Perciformes,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Pholis ornata,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Plectobranchus evides,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Pleuronectidae,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Pleuronichthys coenosus,Pleuronichthys coenosus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Pleuronichthys decurrens,Pleuronichthys decurrens,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Pleuronichthys verticalis,Pleuronichthys verticalis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Poromitra crassiceps,Poromitra crassiceps,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Protomyctophum crockeri,Protomyctophum crockeri,0,1998_93.3_60_1,1791,NA,4623
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Radulinus asprellus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Rathbunella hypoplecta,Rathbunella,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Rhinogobiops nicholsii,Rhinogobiops nicholsii,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Ruscarius creaseri,Ruscarius creaseri,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Ruscarius meanyi,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Sardinops sagax,Sardinops sagax,0,1998_93.3_60_1,802,NA,2407
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Scomber japonicus,Scomber japonicus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Scopelogadus bispinosus,Scopelogadus mizolepis bispinosus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Scopelosaurus,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Scorpaenichthys marmoratus,Scorpaenichthys marmoratus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Sebastes,Sebastes,5,1998_93.3_60_1,1720,NA,6645
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Sebastolobus,Sebastolobus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Sebastolobus altivelis,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Seriola dorsalis,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Spirinchus starksi,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Stenobrachius,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Stenobrachius leucopsarus,Stenobrachius leucopsarus,3,1998_93.3_60_1,0,NA,2063
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Stenobrachius nannochir,MISSING,NA,1998_93.3_60_1,374,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Sternoptyx,Sternoptyx,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Stichaeidae,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Stomias atriventer,Stomias atriventer,0,1998_93.3_60_1,248,NA,579
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Symbolophorus californiensis,Symbolophorus californiensis,2,1998_93.3_60_1,2088,NA,2469
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Syngnathus leptorhynchus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Tarletonbeania crenularis,Tarletonbeania crenularis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Tetragonurus cuvieri,Tetragonurus cuvieri,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Thunnus,MISSING,NA,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Trachipterus altivelis,Trachipterus altivelis,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Trachurus symmetricus,Trachurus symmetricus,1,1998_93.3_60_1,450,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Triphoturus mexicanus,Triphoturus mexicanus,0,1998_93.3_60_1,0,NA,0
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Vinciguerria sp.,Vinciguerria lucetia,11,1998_93.3_60_1,3419,NA,3978
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Xystreurys liolepis,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,MISSING,Zaniolepis frenata,0,1998_93.3_60_1,NA,NA,NA
1,1998_93.3_60,1998,93.3 60,93.3,60,4.86,437.5,1,Zaniolepis latipinnis,Zaniolepis latipinnis,0,1998_93.3_60_1,0,NA,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Acanthocybium solandri,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Actinopteri,Disintegrated fish larvae,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Agonidae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Ammodytes personatus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Anoplopoma fimbria,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Paralepididae,Arctozenus risso,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Argentina sialis,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Argentiniformes,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Argyropelecus,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Argyropelecus aculeatus,Argyropelecus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Argyropelecus affinis,Argyropelecus affinis,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Argyropelecus lychnus,Argyropelecus lychnus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Argyropelecus sladeni,Argyropelecus sladeni,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Aristostomias scintillans,Aristostomias scintillans,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Artedius corallinus,Artedius lateralis,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Artedius lateralis,Artedius lateralis,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Atherinomorus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Atherinops affinis,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Bathyagonus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Bathylagidae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Bathylagoides wesethi,Bathylagoides wesethi,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Bathylagus pacificus,Bathylagus pacificus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Benthalbella dentata,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Brosmophycis marginata,Brosmophycis marginata,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Cataetyx rubrirostris,Cataetyx rubrirostris,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Caulolatilus princeps,MISSING,NA,1999_80_60_1,8,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Ceratoscopelus townsendi,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Chaenopsis alepidota,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Chauliodus macouni,Chauliodus macouni,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Cheilotrema saturnum,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Chiasmodontidae,Chiasmodon subniger,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Chilara taylori,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Chitonotus pugetensis,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Citharichthys,Citharichthys,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Citharichthys sordidus,Citharichthys sordidus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Citharichthys stigmaeus,Citharichthys stigmaeus,0,1999_80_60_1,0,103,18
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Citharichthys xanthostigma,Citharichthys,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Clupea pallasii,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Clupeiformes,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Cololabis saira,Cololabis saira,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Coryphaenoides yaquinae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Cottidae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Cyclothone,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Cyclothone atraria,Cyclothone signata,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Danaphos oculatus,Danaphos oculatus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Delphinidae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Diaphus,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Diaphus theta,Diaphus theta,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Diogenichthys atlanticus,Diogenichthys atlanticus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Diogenichthys laternatus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Electrona risso,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Engraulidae,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Engraulis mordax,Engraulis mordax,0,1999_80_60_1,23848,25187,18658
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Eopsetta jordani,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Epinephelus analogus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Genyonemus lineatus,Genyonemus lineatus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Glyptocephalus zachirus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Gonichthys tenuiculus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Halichoeres californica,Halichoeres californica,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Hippoglossina stomata,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Hippoglossus stenolepis,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Hygophum,Hygophum reinhardtii,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Icelinus cavifrons,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Icelinus filamentosus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Icelinus oculatus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Ichthyococcus irregularis,Ichthyococcus irregularis,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Icichthys lockingtoni,Icichthys lockingtoni,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Idiacanthus antrostomus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Lampanyctus,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Lampanyctus tenuiformis,MISSING,NA,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Lepidopsetta bilineata,Lepidopsetta bilineata,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Lestidiops,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Lestidiops ringens,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Leuresthes tenuis,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Leuroglossus stilbius,Leuroglossus stilbius,0,1999_80_60_1,8312,9486,7071
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Liparis mucosus,Liparis mucosus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Lipolagus ochotensis,Lipolagus ochotensis,0,1999_80_60_1,8250,10241,6376
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Loweina rara,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Lyopsetta exilis,Lyopsetta exilis,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Macroramphosus gracilis,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Melamphaes,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Melamphaes lugubris,Melamphaes lugubris,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Melamphaes parvus,Melamphaes parvus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Menticirrhus undulatus,MISSING,NA,1999_80_60_1,0,0,23
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Merluccius productus,Merluccius productus,0,1999_80_60_1,5986,5800,4310
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,MISSING,Microstoma,0,1999_80_60_1,NA,NA,NA
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Microstomus pacificus_clade,MISSING,NA,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Microstomus pacificus,Microstomus pacificus,0,1999_80_60_1,0,0,0
1,1999_80_60,1999,80 60,80,60,5.19,411.5,0.481,Mola mola,MISSING,NA,1999_80_60_1,0,0,0
